yas,cinsiyet,boy,kilo,bmi,vucut_tipi,kas_orani,yag_orani,kemik_yogunlugu,hiz,kuvvet,dayaniklilik,esneklik,koordinasyon,denge,reaksiyon_hizi,ailevi_spor_gecmisi,anne_spor_durumu,baba_spor_durumu,dominant_el,spor_yili,onceki_sporlar,en_basarili_spor,yaralanma_gecmisi,stres_toleransi,takım_oyunu_tercihi,yarışma_tutkusu,konsantrasyon,coğrafi_konum,ekonomik_durum,tesis_erisimi,tavsiye_edilen_spor,skor_futbol,skor_koşu_atletizm,skor_basketbol,skor_voleybol,skor_yüzme,skor_güreş,skor_tenis,skor_bisiklet,skor_jimnastik,skor_boks
24,Kadın,167,55.8,20.1,Ektomorf,27.7,12.8,Yüksek,6.0,3.5,7.8,8.8,4.7,5.4,6.4,Yok,Sedanter,Sedanter,Sağ,7,['Voleybol'],Voleybol,Yok,6.9,Bireysel,4.5,8.0,Güneydoğu Anadolu,Düşük,Kolay,Koşu/Atletizm,50.0,74.3,63.9,63.9,73.8,55.5,56.2,70.4,68.0,52.2
25,Erkek,167,51.0,18.3,Ektomorf,16.0,13.1,Düşük,5.5,3.8,7.0,5.3,5.4,5.0,5.0,Yok,Sedanter,Aktif,Sağ,12,"['Futbol', 'Basketbol']",Futbol,Yok,6.8,Bireysel,3.2,6.4,Karadeniz,Orta,Orta,Koşu/Atletizm,48.9,72.5,64.3,64.3,66.5,47.5,47.6,68.4,62.7,47.8
38,Kadın,163,54.3,20.5,Mezomorf,18.2,13.9,Düşük,4.0,4.1,4.6,5.2,4.3,4.9,3.8,Yok,Aktif,Sedanter,Sağ,15,"['Boks', 'Futbol']",Futbol,Hafif,4.8,Karma,4.1,7.1,İç Anadolu,Orta,Kolay,Basketbol,65.3,46.4,66.4,48.2,62.0,61.5,58.7,63.6,42.7,57.3
30,Erkek,176,55.4,17.8,Ektomorf,21.9,5.4,Orta,5.7,3.9,7.9,5.8,6.7,4.7,3.8,Yok,Aktif,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,4.0,Takım,4.2,4.4,Güneydoğu Anadolu,Orta,Orta,Basketbol,60.5,75.1,75.4,75.4,70.3,49.6,49.1,70.0,65.6,47.8
25,Erkek,183,65.2,19.4,Mezomorf,22.2,12.5,Düşük,5.2,6.1,6.3,5.5,3.9,6.8,6.4,Yok,Sedanter,Aktif,Sağ,9,"['Basketbol', 'Futbol', 'Voleybol']",Basketbol,Yok,5.0,Takım,6.6,6.3,İç Anadolu,Orta,Kolay,Bisiklet,69.8,52.8,70.2,52.1,71.7,72.2,65.5,76.0,49.6,70.9
45,Kadın,157,53.0,21.4,Mezomorf,20.9,23.5,Düşük,5.3,3.1,4.9,5.2,4.9,4.5,4.8,Yok,Aktif,Sedanter,Sol,22,"['Voleybol', 'Futbol']",Voleybol,Hafif,5.4,Karma,4.5,7.3,Karadeniz,Orta,Orta,Futbol,69.3,48.7,69.1,50.9,60.0,59.5,64.0,61.1,41.3,60.2
49,Kadın,157,52.7,21.4,Mezomorf,26.2,22.2,Orta,5.3,4.8,4.7,5.2,5.0,4.8,4.0,Yok,Aktif,Aktif,Sağ,14,"['Yüzme', 'Futbol', 'Basketbol', 'Boks']",Yüzme,Orta,6.7,Takım,4.5,4.0,Karadeniz,Düşük,Orta,Basketbol,69.1,48.4,69.3,51.1,62.7,62.7,62.7,65.1,45.1,61.5
31,Kadın,162,49.7,19.0,Ektomorf,17.7,8.2,Orta,6.2,2.5,6.8,8.3,4.1,4.8,6.7,Yok,Sedanter,Sedanter,Sağ,12,"['Bisiklet', 'Futbol', 'Voleybol', 'Basketbol']",Voleybol,Ağır,5.0,Bireysel,5.0,7.7,Akdeniz,Düşük,Orta,Koşu/Atletizm,47.5,73.0,62.6,62.6,68.6,49.8,55.1,64.7,63.1,49.5
22,Kadın,159,40.0,15.8,Mezomorf,18.1,12.0,Orta,6.5,3.6,6.1,6.8,5.7,7.4,4.8,Var,Sedanter,Aktif,Sağ,9,"['Basketbol', 'Yüzme', 'Futbol', 'Atletizm']",Futbol,Orta,4.2,Bireysel,3.9,7.7,Marmara,Düşük,Zor,Bisiklet,67.8,54.9,65.7,47.5,66.2,70.7,70.5,71.3,51.8,65.5
39,Kadın,162,50.1,19.1,Ektomorf,17.9,7.0,Düşük,5.5,2.6,6.4,5.9,5.3,3.0,3.9,Yok,Aktif,Sedanter,Sağ,19,['Futbol'],Futbol,Hafif,7.2,Takım,2.2,6.4,Marmara,Düşük,Zor,Koşu/Atletizm,54.9,71.0,70.8,70.8,63.7,41.6,46.5,60.0,57.8,42.5
46,Kadın,165,49.5,18.1,Ektomorf,12.1,11.3,Orta,4.9,2.1,6.2,6.1,5.8,4.4,4.7,Yok,Aktif,Sedanter,Sağ,17,"['Bisiklet', 'Futbol', 'Atletizm']",Bisiklet,Hafif,5.7,Takım,3.0,4.3,İç Anadolu,Orta,Orta,Basketbol,54.4,69.9,71.0,71.0,63.2,43.3,48.2,61.6,60.7,41.6
23,Erkek,181,67.1,20.5,Mezomorf,31.1,19.2,Orta,6.1,10.0,6.7,5.1,7.7,6.6,4.6,Var,Sporcu,Aktif,Sağ,2,"['Futbol', 'Atletizm']",Atletizm,Yok,6.6,Takım,7.6,5.6,Akdeniz,Orta,Kolay,Bisiklet,79.1,54.7,78.5,60.4,78.5,78.9,70.0,85.1,62.5,77.1
15,Kadın,158,47.6,19.0,Mezomorf,12.8,15.3,Yüksek,5.1,1.8,4.3,6.4,3.5,5.1,6.4,Yok,Sedanter,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,3.5,Takım,2.2,5.9,Ege,Orta,Orta,Basketbol,65.3,48.0,66.3,48.1,58.8,59.3,66.2,58.2,39.6,59.3
18,Kadın,169,51.6,18.0,Mezomorf,12.9,10.1,Düşük,6.3,4.3,5.9,7.3,7.9,4.7,8.0,Yok,Sedanter,Sedanter,Sağ,1,['Futbol'],Futbol,Hafif,5.8,Bireysel,3.9,4.8,Doğu Anadolu,Orta,Zor,Tenis,71.1,54.0,70.5,52.4,69.3,67.6,80.9,66.4,53.1,71.8
21,Erkek,176,74.0,23.8,Endomorf,27.6,12.9,Yüksek,3.3,8.4,4.2,4.4,4.2,5.3,4.8,Yok,Sedanter,Aktif,Sağ,11,"['Futbol', 'Basketbol']",Futbol,Yok,4.7,Bireysel,6.1,7.5,İç Anadolu,Düşük,Kolay,Güreş,37.6,43.6,41.0,41.0,51.0,67.8,39.5,50.9,49.6,46.7
24,Kadın,162,56.0,21.3,Mezomorf,26.5,15.9,Orta,5.5,5.9,6.4,7.5,6.0,7.5,4.9,Yok,Sedanter,Aktif,Sağ,8,['Güreş'],Güreş,Hafif,3.4,Takım,3.0,6.3,İç Anadolu,Düşük,Orta,Bisiklet,74.4,52.1,72.1,53.9,72.6,76.9,70.7,77.3,58.0,68.5
32,Erkek,147,40.0,18.4,Ektomorf,16.5,9.0,Orta,6.7,2.3,6.4,5.4,6.0,3.6,5.1,Yok,Sporcu,Sedanter,Sağ,10,"['Bisiklet', 'Jimnastik', 'Güreş', 'Yüzme']",Jimnastik,Yok,6.2,Takım,4.7,7.7,Ege,Düşük,Orta,Koşu/Atletizm,58.4,72.5,72.4,72.4,60.4,41.3,51.3,60.7,58.7,46.4
21,Kadın,155,53.1,22.2,Mezomorf,24.7,17.8,Orta,6.9,6.6,5.4,7.0,7.7,8.0,7.3,Var,Sedanter,Aktif,Sağ,1,['Jimnastik'],Jimnastik,Yok,4.5,Takım,5.0,5.7,İç Anadolu,Orta,Kolay,Tenis,78.2,52.3,76.8,58.7,70.3,76.4,79.8,77.8,62.4,74.9
40,Kadın,158,43.4,17.5,Ektomorf,11.6,11.0,Düşük,5.3,1.0,6.2,6.8,5.1,3.9,4.5,Yok,Sedanter,Sedanter,Sağ,14,"['Futbol', 'Boks', 'Güreş']",Futbol,Orta,8.6,Bireysel,2.3,5.6,Güneydoğu Anadolu,Düşük,Orta,Koşu/Atletizm,46.5,70.6,62.3,62.3,61.6,41.6,48.5,58.0,57.8,40.0
19,Erkek,176,66.9,21.7,Mezomorf,25.4,19.5,Düşük,6.6,7.3,5.3,6.6,6.0,5.7,7.0,Yok,Sedanter,Sedanter,Sağ,1,['Atletizm'],Atletizm,Hafif,4.1,Karma,4.5,4.3,Akdeniz,Orta,Kolay,Basketbol,74.4,52.4,75.8,57.6,73.2,72.5,74.9,74.0,55.6,74.9
17,Kadın,156,40.0,16.4,Mezomorf,12.5,7.3,Düşük,5.2,2.4,5.1,6.2,5.8,5.4,6.2,Yok,Sedanter,Aktif,Sol,4,"['Basketbol', 'Atletizm']",Atletizm,Hafif,3.8,Karma,3.9,6.3,Doğu Anadolu,Düşük,Orta,Futbol,71.1,50.4,70.4,52.2,60.8,62.0,69.8,62.0,45.1,61.6
29,Erkek,180,78.0,24.0,Ektomorf,21.2,16.4,Düşük,7.3,3.3,6.8,6.8,4.3,4.5,3.6,Yok,Sedanter,Sedanter,Sağ,3,"['Basketbol', 'Voleybol']",Basketbol,Hafif,7.2,Bireysel,5.8,4.8,Marmara,Yüksek,Kolay,Koşu/Atletizm,49.8,73.8,67.2,67.2,69.5,48.0,49.1,65.8,61.6,47.3
18,Kadın,166,44.6,16.1,Ektomorf,18.9,15.2,Düşük,6.5,3.1,7.0,9.1,6.3,5.7,4.7,Yok,Aktif,Sedanter,Sağ,1,['Futbol'],Futbol,Hafif,2.8,Takım,5.7,4.5,Marmara,Yüksek,Zor,Koşu/Atletizm,59.6,75.0,74.9,74.9,72.0,54.4,57.5,68.4,71.3,47.8
33,Kadın,161,40.0,15.5,Mezomorf,18.4,7.1,Yüksek,5.6,3.7,5.2,6.7,7.0,6.2,5.6,Yok,Aktif,Aktif,Sağ,14,"['Voleybol', 'Futbol', 'Atletizm']",Atletizm,Hafif,5.6,Bireysel,5.3,5.1,Ege,Düşük,Orta,Tenis,66.9,51.9,66.7,48.5,64.8,66.9,72.5,66.9,52.0,63.8
29,Erkek,168,49.7,17.6,Ektomorf,18.1,7.2,Düşük,6.9,3.9,8.0,7.1,5.3,5.0,4.8,Yok,Sedanter,Aktif,Sağ,7,"['Basketbol', 'Futbol', 'Atletizm', 'Yüzme']",Futbol,Orta,6.6,Karma,3.8,7.7,Doğu Anadolu,Orta,Orta,Koşu/Atletizm,60.4,77.2,74.1,74.1,71.9,52.7,52.9,70.9,66.0,52.0
40,Kadın,170,70.0,24.1,Ektomorf,25.3,17.2,Düşük,5.2,3.6,6.1,6.9,5.5,3.2,3.2,Yok,Aktif,Sedanter,Sağ,8,"['Basketbol', 'Futbol', 'Güreş']",Basketbol,Yok,5.2,Bireysel,3.8,6.4,İç Anadolu,Orta,Zor,Koşu/Atletizm,46.9,68.4,64.3,64.3,67.8,45.1,46.9,62.0,62.2,42.0
39,Kadın,159,48.7,19.3,Mezomorf,15.0,15.5,Yüksek,5.1,3.2,5.3,5.1,5.7,4.2,5.5,Var,Sedanter,Sedanter,Sağ,22,"['Voleybol', 'Basketbol']",Basketbol,Ağır,6.0,Bireysel,3.3,7.0,İç Anadolu,Düşük,Orta,Tenis,63.8,49.9,63.2,45.0,61.0,59.6,66.2,61.6,42.2,62.0
47,Erkek,169,56.6,19.8,Ektomorf,17.8,14.3,Düşük,5.3,3.0,5.4,5.7,4.3,3.5,3.2,Yok,Sedanter,Sedanter,Sol,10,['Tenis'],Tenis,Hafif,8.0,Karma,2.1,6.2,Marmara,Orta,Zor,Basketbol,50.9,68.8,69.5,69.5,63.1,41.1,42.7,59.8,57.3,39.8
39,Erkek,183,81.0,24.3,Mezomorf,28.2,12.8,Yüksek,5.4,7.2,5.1,5.0,3.5,3.5,5.6,Yok,Sedanter,Aktif,Sağ,18,"['Futbol', 'Tenis', 'Basketbol']",Futbol,Orta,7.2,Karma,5.5,6.5,Ege,Orta,Zor,Yüzme,67.3,49.0,69.9,51.7,70.6,65.1,62.7,68.4,44.0,69.6
16,Erkek,176,45.9,14.8,Mezomorf,21.8,8.1,Orta,4.6,6.2,5.4,5.7,6.3,6.2,5.0,Yok,Sedanter,Sporcu,Sağ,5,"['Voleybol', 'Basketbol', 'Tenis']",Basketbol,Yok,3.3,Bireysel,2.3,7.6,Güneydoğu Anadolu,Yüksek,Orta,Bisiklet,64.2,51.5,65.4,47.2,69.8,70.0,66.5,72.9,53.5,65.8
35,Kadın,153,46.3,19.9,Mezomorf,11.8,7.9,Düşük,5.1,2.8,3.7,4.6,5.8,3.6,4.1,Yok,Aktif,Aktif,Sağ,18,['Futbol'],Futbol,Ağır,4.8,Karma,3.5,4.0,Akdeniz,Orta,Zor,Basketbol,68.4,46.5,69.9,51.7,55.7,54.0,62.9,55.8,39.6,55.8
44,Kadın,158,43.7,17.5,Ektomorf,12.1,15.4,Yüksek,5.7,1.0,5.6,5.9,3.3,3.1,3.7,Yok,Sedanter,Sedanter,Sağ,6,"['Basketbol', 'Atletizm', 'Futbol', 'Jimnastik']",Basketbol,Orta,8.7,Bireysel,4.0,4.2,İç Anadolu,Orta,Orta,Koşu/Atletizm,42.9,70.2,59.8,59.8,58.8,37.5,42.9,54.9,51.5,38.2
23,Kadın,168,58.9,20.9,Ektomorf,20.7,23.2,Orta,7.3,4.1,8.0,8.5,5.8,7.2,7.7,Yok,Sedanter,Sedanter,Sağ,7,['Yüzme'],Yüzme,Yok,6.6,Bireysel,5.3,6.6,Ege,Orta,Kolay,Koşu/Atletizm,54.7,76.8,68.4,68.4,74.8,59.6,62.4,76.2,73.8,58.4
43,Kadın,158,53.6,21.5,Ektomorf,20.1,21.8,Yüksek,5.6,3.3,5.8,5.5,3.0,3.3,5.6,Yok,Sedanter,Aktif,Sağ,15,['Futbol'],Futbol,Yok,7.0,Karma,5.1,7.9,Akdeniz,Orta,Orta,Koşu/Atletizm,49.8,69.1,66.3,66.3,62.7,41.6,44.9,60.9,54.7,46.0
38,Erkek,168,63.7,22.5,Mezomorf,22.2,16.8,Düşük,4.1,6.1,4.8,4.4,5.0,5.1,5.2,Yok,Sedanter,Sedanter,Sağ,20,"['Boks', 'Voleybol']",Boks,Hafif,5.3,Karma,5.4,7.7,İç Anadolu,Düşük,Orta,Bisiklet,67.1,46.4,68.4,50.2,65.2,64.4,61.3,68.9,46.5,64.0
33,Erkek,167,61.9,22.2,Mezomorf,29.2,18.7,Düşük,6.1,7.9,6.1,5.6,5.7,3.8,4.4,Yok,Sedanter,Sedanter,Sağ,16,['Atletizm'],Atletizm,Orta,7.5,Karma,4.8,6.0,Doğu Anadolu,Yüksek,Orta,Futbol,74.4,52.5,73.2,55.0,72.8,69.8,66.9,72.9,50.9,71.8
45,Kadın,163,55.9,21.1,Ektomorf,26.5,23.5,Düşük,4.8,3.5,5.7,5.7,3.9,3.8,4.9,Var,Aktif,Aktif,Sağ,6,['Futbol'],Futbol,Yok,6.6,Karma,1.9,4.5,Ege,Orta,Kolay,Koşu/Atletizm,49.8,67.8,67.1,67.1,63.8,43.1,44.2,62.2,58.0,43.5
12,Erkek,152,41.0,17.8,Mezomorf,21.0,12.5,Orta,3.9,5.9,5.6,5.6,6.3,3.9,3.3,Yok,Aktif,Aktif,Sağ,2,"['Futbol', 'Basketbol']",Futbol,Yok,5.7,Bireysel,2.4,4.7,Ege,Düşük,Kolay,Bisiklet,63.3,48.3,61.2,43.0,66.5,65.5,62.0,67.6,48.5,61.3
38,Erkek,175,78.8,25.7,Mezomorf,31.1,29.1,Orta,4.2,8.1,4.6,4.3,4.9,5.0,4.2,Yok,Sedanter,Sporcu,Sağ,4,"['Futbol', 'Basketbol']",Basketbol,Hafif,6.6,Takım,5.2,4.9,İç Anadolu,Orta,Zor,Bisiklet,66.7,45.2,69.3,51.1,69.1,67.3,59.3,72.7,49.6,65.6
23,Kadın,160,40.6,15.8,Ektomorf,12.6,13.2,Düşük,6.1,3.0,7.2,7.8,7.5,7.9,7.3,Yok,Sedanter,Sedanter,Sağ,9,"['Futbol', 'Güreş', 'Atletizm', 'Bisiklet']",Güreş,Yok,6.8,Karma,3.1,7.2,Marmara,Yüksek,Orta,Basketbol,61.5,74.4,75.6,75.6,69.1,56.2,61.3,73.6,74.9,52.0
33,Erkek,170,68.9,24.0,Mezomorf,22.6,20.8,Yüksek,4.5,6.5,4.5,5.6,5.7,6.9,4.0,Var,Sedanter,Sporcu,Sağ,13,"['Futbol', 'Yüzme', 'Voleybol']",Yüzme,Ağır,6.0,Karma,3.4,6.3,Ege,Düşük,Orta,Bisiklet,68.5,46.2,70.7,52.5,67.8,70.0,63.3,73.1,54.0,62.7
40,Kadın,157,46.5,18.8,Ektomorf,18.5,13.0,Düşük,5.8,2.0,6.3,5.5,5.0,4.8,5.2,Yok,Aktif,Sedanter,Sağ,22,['Bisiklet'],Bisiklet,Yok,8.2,Takım,2.3,6.3,Karadeniz,Orta,Orta,Koşu/Atletizm,54.7,71.2,70.2,70.2,61.1,42.9,48.2,62.4,58.7,44.2
45,Erkek,188,89.3,25.3,Endomorf,35.6,27.0,Düşük,3.2,7.5,3.4,2.9,3.7,5.4,4.6,Yok,Sedanter,Sporcu,Sağ,10,"['Basketbol', 'Atletizm']",Basketbol,Yok,6.1,Takım,3.9,6.0,Karadeniz,Yüksek,Zor,Güreş,42.4,41.5,48.7,48.7,46.7,62.2,35.3,47.3,44.5,43.1
37,Kadın,163,64.2,24.1,Endomorf,22.4,22.3,Orta,3.4,4.8,3.4,3.9,3.2,4.1,5.3,Yok,Sedanter,Sedanter,Sağ,23,"['Güreş', 'Atletizm', 'Basketbol', 'Futbol']",Futbol,Ağır,5.7,Takım,4.8,7.3,İç Anadolu,Orta,Kolay,Güreş,41.8,41.9,45.1,45.1,40.5,56.7,37.8,38.4,38.2,39.8
32,Erkek,171,58.7,20.1,Mezomorf,30.8,15.3,Düşük,5.3,8.4,6.2,5.2,5.8,7.0,4.4,Yok,Sedanter,Sedanter,Sağ,17,['Yüzme'],Yüzme,Orta,4.3,Takım,5.1,6.5,Marmara,Yüksek,Orta,Bisiklet,73.3,52.1,72.4,54.2,73.7,76.0,64.9,81.3,57.1,71.5
25,Erkek,177,58.2,18.6,Ektomorf,22.4,13.8,Düşük,6.0,3.4,7.7,5.7,4.0,7.1,4.8,Yok,Sedanter,Sedanter,Sağ,15,"['Futbol', 'Güreş', 'Yüzme']",Futbol,Hafif,5.3,Bireysel,5.6,4.1,Marmara,Orta,Kolay,Koşu/Atletizm,48.5,75.1,63.9,63.9,69.0,52.5,46.4,73.8,64.0,48.9
50,Kadın,173,68.0,22.8,Mezomorf,17.0,17.9,Orta,4.1,3.2,5.1,6.0,5.0,5.8,3.7,Yok,Aktif,Sedanter,Sağ,13,"['Güreş', 'Basketbol', 'Atletizm', 'Futbol']",Atletizm,Orta,7.9,Karma,5.2,6.6,Akdeniz,Düşük,Orta,Basketbol,67.6,47.0,69.0,50.8,63.9,63.8,61.5,64.7,45.5,56.5
26,Kadın,154,40.0,16.8,Ektomorf,12.2,10.7,Orta,5.5,1.5,6.4,7.5,5.7,6.6,6.2,Yok,Sedanter,Sedanter,Sağ,7,['Futbol'],Futbol,Yok,5.2,Takım,3.2,6.4,Karadeniz,Orta,Kolay,Koşu/Atletizm,55.6,71.2,70.5,70.5,63.6,49.1,54.4,65.6,66.0,44.7
50,Erkek,184,83.5,24.6,Mezomorf,29.6,16.1,Yüksek,5.2,7.1,5.3,3.6,4.8,4.8,5.4,Var,Sporcu,Aktif,Sağ,22,"['Futbol', 'Güreş', 'Bisiklet', 'Voleybol']",Voleybol,Ağır,6.9,Takım,4.1,7.7,Karadeniz,Düşük,Zor,Basketbol,69.6,48.8,72.0,53.8,68.4,65.1,61.8,71.6,46.0,69.1
14,Kadın,165,40.0,14.7,Ektomorf,18.8,8.6,Orta,5.7,2.4,5.9,7.6,4.1,4.0,5.7,Yok,Sedanter,Sedanter,Sağ,2,"['Yüzme', 'Voleybol']",Voleybol,Yok,4.9,Takım,2.5,5.5,Güneydoğu Anadolu,Düşük,Orta,Koşu/Atletizm,52.2,72.0,69.3,69.3,65.9,45.3,51.1,60.7,60.2,44.9
39,Kadın,167,66.2,23.7,Mezomorf,24.6,16.6,Yüksek,4.7,4.9,5.0,6.2,4.8,5.4,5.4,Yok,Sedanter,Sedanter,Sağ,2,"['Voleybol', 'Basketbol']",Basketbol,Hafif,8.3,Takım,3.1,4.0,İç Anadolu,Düşük,Zor,Basketbol,68.2,47.4,69.0,50.8,66.5,66.4,65.6,67.3,47.8,63.6
38,Kadın,153,41.7,17.7,Mezomorf,18.3,6.8,Orta,3.6,4.2,4.3,5.7,4.4,5.1,4.4,Yok,Sedanter,Aktif,Sağ,12,"['Futbol', 'Atletizm', 'Boks']",Atletizm,Ağır,6.6,Karma,1.7,5.4,Güneydoğu Anadolu,Yüksek,Zor,Basketbol,64.2,45.4,64.6,46.4,61.3,62.4,60.2,63.6,44.4,57.3
20,Kadın,171,64.1,21.9,Endomorf,21.9,14.3,Orta,4.9,4.9,5.8,6.9,4.8,6.2,4.8,Var,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.7,Takım,4.4,7.9,Güneydoğu Anadolu,Orta,Orta,Güreş,51.8,50.0,51.7,51.7,51.5,70.5,48.0,48.7,50.5,46.2
23,Kadın,166,58.4,21.1,Mezomorf,23.3,20.3,Yüksek,5.6,6.7,6.5,7.3,6.7,4.6,6.4,Yok,Sedanter,Aktif,Sağ,3,['Yüzme'],Yüzme,Hafif,3.3,Bireysel,5.4,6.6,İç Anadolu,Düşük,Orta,Tenis,68.7,52.6,66.7,48.5,74.4,72.9,74.5,72.9,55.1,73.1
33,Erkek,166,57.9,21.0,Endomorf,20.8,14.8,Düşük,2.7,4.9,3.7,5.2,6.4,7.1,5.3,Yok,Sedanter,Aktif,Sağ,8,"['Futbol', 'Atletizm']",Futbol,Yok,6.7,Takım,3.6,5.6,Marmara,Orta,Orta,Güreş,46.9,42.3,50.0,50.0,44.0,65.3,44.7,46.0,52.0,39.3
32,Erkek,177,74.9,23.8,Endomorf,29.2,18.2,Düşük,4.1,7.9,4.8,4.5,6.5,4.6,3.8,Var,Aktif,Aktif,Sağ,5,"['Basketbol', 'Futbol', 'Yüzme']",Futbol,Yok,5.6,Bireysel,4.1,4.6,Ege,Düşük,Kolay,Güreş,44.4,46.1,46.8,46.8,51.5,66.9,43.5,49.6,51.8,46.5
37,Kadın,167,56.2,20.2,Ektomorf,20.0,19.8,Düşük,5.2,2.6,6.8,5.4,3.4,3.8,3.7,Yok,Sedanter,Aktif,Sağ,22,"['Futbol', 'Basketbol', 'Voleybol']",Basketbol,Yok,4.7,Bireysel,2.6,7.5,İç Anadolu,Orta,Orta,Koşu/Atletizm,44.4,71.0,60.1,60.1,64.1,42.9,41.3,62.7,54.9,42.4
15,Kadın,151,40.0,17.7,Ektomorf,14.2,7.7,Orta,5.1,2.4,6.8,7.5,5.2,6.3,6.4,Yok,Sedanter,Sedanter,Sağ,4,['Voleybol'],Voleybol,Yok,4.0,Takım,3.7,6.9,Marmara,Yüksek,Orta,Koşu/Atletizm,54.7,70.8,68.5,68.5,65.6,50.9,53.1,67.8,66.2,46.7
25,Kadın,156,40.0,16.4,Ektomorf,19.8,11.9,Orta,6.2,3.8,6.3,7.3,6.5,5.6,4.0,Yok,Aktif,Aktif,Sağ,12,"['Bisiklet', 'Futbol', 'Yüzme', 'Basketbol']",Basketbol,Orta,3.3,Karma,5.2,7.9,Karadeniz,Orta,Zor,Basketbol,58.2,72.5,73.5,73.5,67.5,50.9,52.7,68.2,69.5,46.0
43,Erkek,164,54.5,20.3,Mezomorf,23.7,15.6,Yüksek,4.0,6.7,4.7,4.0,5.0,4.2,5.2,Var,Aktif,Sporcu,Sol,12,['Bisiklet'],Bisiklet,Hafif,5.2,Takım,2.2,7.3,Marmara,Orta,Zor,Bisiklet,66.7,46.7,67.8,49.6,64.8,62.9,60.4,68.0,45.3,64.7
12,Erkek,171,59.3,20.2,Endomorf,27.0,16.6,Düşük,3.6,5.6,4.9,4.4,5.2,5.1,3.7,Yok,Sedanter,Sporcu,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.2,Karma,2.9,5.0,Güneydoğu Anadolu,Yüksek,Kolay,Güreş,48.5,46.6,50.1,50.1,46.6,63.6,39.8,45.8,46.0,41.5
18,Erkek,177,66.1,21.1,Mezomorf,31.3,18.3,Düşük,6.6,10.0,5.1,5.8,4.3,5.0,5.4,Yok,Sedanter,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,3.5,Karma,7.0,5.4,İç Anadolu,Orta,Orta,Bisiklet,70.9,52.3,72.8,54.6,76.4,74.4,67.5,78.0,54.7,76.5
22,Kadın,161,53.5,20.7,Mezomorf,22.8,23.2,Yüksek,6.1,6.5,6.8,6.4,7.9,6.5,6.8,Yok,Aktif,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.7,Karma,6.3,4.5,Karadeniz,Düşük,Orta,Futbol,79.6,54.1,76.5,58.3,72.3,74.9,76.7,77.3,58.7,74.9
22,Erkek,162,47.4,18.1,Mezomorf,21.6,6.9,Orta,5.0,6.1,6.6,5.8,6.2,6.1,5.7,Yok,Sedanter,Aktif,Sağ,3,['Futbol'],Futbol,Hafif,5.4,Takım,4.6,5.5,Ege,Orta,Orta,Bisiklet,74.2,52.6,71.5,53.3,70.2,72.0,68.5,75.1,53.1,69.8
48,Kadın,160,46.1,18.0,Ektomorf,13.3,15.1,Orta,6.1,1.7,6.3,5.3,4.9,4.9,4.9,Yok,Sedanter,Sedanter,Sağ,14,"['Boks', 'Atletizm', 'Futbol']",Futbol,Ağır,8.0,Bireysel,2.9,6.5,Marmara,Düşük,Orta,Koşu/Atletizm,47.8,72.1,63.6,63.6,60.5,42.2,47.6,62.0,57.8,43.6
39,Erkek,189,78.6,22.0,Mezomorf,19.3,21.1,Yüksek,4.8,3.9,5.3,4.9,4.2,5.3,4.4,Var,Sporcu,Aktif,Sağ,2,"['Atletizm', 'Futbol']",Futbol,Hafif,6.3,Karma,4.4,5.6,Doğu Anadolu,Orta,Orta,Basketbol,67.8,49.3,70.8,52.6,65.5,62.5,60.5,65.6,42.4,60.7
44,Erkek,184,77.8,23.0,Mezomorf,26.5,15.5,Orta,3.9,7.2,4.0,5.2,3.6,4.1,5.3,Yok,Sedanter,Aktif,Sağ,19,['Basketbol'],Basketbol,Hafif,7.4,Karma,3.3,7.1,Ege,Yüksek,Zor,Yüzme,62.7,44.8,67.5,49.3,69.1,64.5,60.0,67.3,45.6,64.4
37,Kadın,157,43.0,17.5,Mezomorf,18.0,10.6,Orta,4.5,2.7,4.3,5.6,3.9,3.7,3.3,Yok,Aktif,Sedanter,Sağ,17,"['Atletizm', 'Voleybol', 'Yüzme', 'Tenis']",Voleybol,Yok,7.5,Karma,1.9,6.7,Ege,Orta,Orta,Basketbol,64.9,47.4,65.8,47.6,58.9,56.9,58.7,57.1,38.0,54.2
37,Kadın,158,61.0,24.3,Mezomorf,18.3,21.5,Yüksek,4.6,2.8,4.8,5.0,4.9,3.0,4.1,Yok,Sedanter,Aktif,Sağ,5,"['Voleybol', 'Basketbol', 'Futbol', 'Yüzme']",Yüzme,Hafif,4.6,Bireysel,3.9,7.5,Marmara,Düşük,Zor,Tenis,60.5,46.4,60.7,42.5,59.0,55.6,61.1,56.9,37.6,56.9
19,Kadın,162,49.2,18.8,Mezomorf,18.3,6.6,Yüksek,5.0,4.4,6.6,8.0,4.6,5.0,4.3,Var,Sedanter,Aktif,Sağ,3,"['Voleybol', 'Yüzme', 'Tenis']",Voleybol,Hafif,2.8,Takım,5.2,7.0,İç Anadolu,Düşük,Orta,Futbol,71.3,52.3,68.6,50.4,71.2,70.9,67.1,68.9,49.1,64.2
